workclass,fnlwgt,education,education-num,marital-status,occupation,race,gender,hours-per-week,above/below
0,98667,3,7,2,2,0,0,16,1
0,283760,1,13,2,4,0,0,40,1
0,186183,4,9,0,1,0,1,40,0
0,365683,4,9,1,7,0,0,40,0
0,187538,13,6,3,2,0,0,40,1
0,126950,4,9,0,10,0,1,60,1
0,110028,4,9,0,1,0,1,40,1
0,104660,1,13,3,5,0,1,45,1
0,259643,11,14,1,5,0,1,40,1
0,217961,2,10,2,10,0,1,30,1
0,25803,2,10,0,3,0,1,55,1
0,63596,2,10,0,5,0,0,32,0
0,211239,2,10,0,1,0,1,40,1
0,206686,2,10,1,8,0,0,40,1
0,427965,1,13,2,8,4,0,40,1
0,218550,2,10,5,8,0,0,16,0
0,163385,2,10,4,3,0,1,35,0
0,124993,4,9,2,1,0,1,55,1
0,107410,4,9,0,3,0,1,40,1
0,152373,2,10,1,1,0,1,48,0
0,161226,4,9,0,2,0,0,30,0
0,213799,13,6,2,6,0,1,40,1
0,204461,1,13,0,5,0,1,55,0
0,377798,1,13,2,5,0,1,50,0
0,116375,8,5,2,3,0,0,40,1
0,327435,1,13,0,5,0,0,36,0
0,301199,2,10,2,0,0,0,20,1
0,186221,3,7,1,3,0,0,35,1
0,203924,1,13,2,5,0,1,50,1
0,192236,1,13,2,5,0,1,45,1
0,152035,4,9,2,8,0,0,40,1
0,201454,2,10,2,8,0,0,40,1
0,156580,2,10,0,7,0,0,37,0
0,115851,4,9,0,1,0,1,40,1
0,106753,7,11,0,1,0,1,40,1
0,359292,12,2,0,7,0,1,40,1
0,83003,4,9,0,2,0,0,40,1
0,78817,4,9,2,8,0,0,20,1
0,200967,4,9,0,1,0,0,36,1
0,189674,4,9,2,11,4,0,28,1
0,90935,7,11,2,10,0,1,40,1
0,162604,4,9,2,7,4,1,40,1
0,205424,1,13,2,5,0,1,40,0
0,97411,15,3,0,7,1,1,40,1
0,184857,4,9,0,1,0,1,16,1
0,165226,4,9,1,2,0,0,40,1
0,115784,4,9,0,7,0,1,40,1
0,368476,15,3,0,9,0,1,24,1
0,53063,1,13,0,4,0,1,45,1
0,153471,4,9,2,9,0,1,35,1
0,180303,1,13,0,4,1,1,50,0
0,141868,4,9,2,10,0,1,40,1
0,203518,1,13,2,5,0,0,40,1
0,119558,4,9,0,4,0,1,50,0
0,108276,1,13,4,2,0,0,40,1
0,385452,13,6,1,1,0,0,40,1
0,162003,2,10,1,7,0,1,40,1
0,349028,4,9,0,1,0,1,40,1
0,45114,1,13,2,3,4,0,40,1
0,112797,8,5,1,2,0,0,50,1
0,183639,4,9,2,6,0,1,40,1
0,177121,4,9,1,2,0,0,35,1
0,239755,4,9,0,7,0,1,40,1
0,150361,2,10,2,0,0,0,40,1
0,293091,3,7,2,10,0,1,60,1
0,200089,4,9,0,1,0,1,60,0
0,91836,4,9,1,1,0,1,45,1
0,324960,4,9,2,1,0,1,40,1
0,252930,13,6,1,8,3,0,42,1
0,44000,11,14,0,5,0,0,50,0
0,154843,4,9,0,7,0,1,40,1
0,99307,6,12,0,3,0,1,48,0
0,182567,1,13,0,4,0,1,40,0
0,93206,15,3,0,9,1,1,40,1
0,100109,1,13,1,4,0,1,45,0
0,114927,7,11,0,0,0,1,40,0
0,121287,4,9,2,7,0,1,40,1
0,189916,1,13,0,3,0,0,30,0
0,157747,2,10,0,4,0,1,40,0
0,39232,1,13,2,5,0,1,45,1
0,505980,4,9,2,6,0,1,40,1
0,193216,4,9,0,3,0,1,40,0
0,549349,2,10,2,0,0,1,40,1
0,80924,2,10,4,2,0,0,35,1
0,297094,4,9,0,6,4,1,40,1
0,170562,4,9,0,4,0,1,60,0
0,240738,4,9,0,5,0,1,40,0
0,297544,4,9,0,1,0,1,40,1
0,149637,2,10,2,2,0,0,40,1
0,182526,1,13,5,5,0,0,40,1
0,96483,6,12,2,8,1,0,60,0
0,286970,1,13,0,8,0,1,40,1
0,170214,4,9,0,10,0,1,40,0
0,124919,4,9,0,2,1,1,60,1
0,306352,7,11,0,0,0,1,40,1
0,144478,2,10,2,2,0,1,40,1
0,254547,2,10,2,8,4,0,30,1
0,149981,4,9,0,8,0,0,5,1
0,125461,1,13,2,3,0,1,40,1
0,306967,7,11,2,8,0,0,40,1
0,192976,4,9,0,10,2,1,40,1
0,192133,4,9,0,1,0,1,40,1
0,203240,13,6,2,8,0,0,40,1
0,83827,4,9,1,7,0,0,24,1
0,108502,4,9,1,3,0,0,42,1
0,410913,4,9,5,9,3,1,40,1
0,193818,8,5,1,1,0,1,40,1
0,103789,6,12,1,8,4,0,32,1
0,34572,1,13,0,3,0,1,55,1
0,43408,1,13,0,5,0,1,40,1
0,496025,2,10,0,7,0,1,40,1
0,382764,1,13,2,4,0,1,40,1
0,259284,4,9,2,10,4,1,50,1
0,139145,2,10,1,8,0,0,60,1
0,169611,3,7,4,8,0,0,40,1
0,133403,2,10,0,1,0,1,55,1
0,187327,1,13,2,5,0,1,40,1
0,180032,11,14,2,5,0,0,40,1
0,46561,4,9,1,1,0,1,60,1
0,86065,10,8,2,2,0,0,30,1
0,188403,2,10,2,7,0,1,40,1
0,60485,2,10,2,8,0,0,30,1
0,271276,4,9,0,10,0,1,80,0
0,229525,8,5,0,10,4,1,40,1
0,34574,4,9,0,10,0,1,43,1
0,105312,2,10,2,3,0,0,18,1
0,221396,2,10,0,8,0,1,40,1
0,304872,8,5,1,2,0,0,40,1
0,176012,8,5,0,0,0,0,23,1
0,213750,2,10,2,3,0,1,45,1
0,248384,4,9,1,2,0,0,40,1
0,351187,4,9,1,2,0,1,40,1
0,138179,4,9,3,7,0,1,40,1
0,50223,4,9,0,1,0,1,40,1
0,117477,4,9,1,8,4,0,36,1
0,194360,8,5,0,6,0,1,40,1
0,118108,4,9,0,1,4,1,40,1
0,116391,2,10,0,1,0,1,40,1
0,210496,13,6,4,2,0,0,40,1
0,168475,4,9,0,4,0,1,40,0
0,174386,4,9,2,2,0,0,24,1
0,166744,4,9,2,2,0,0,38,1
0,375114,4,9,2,1,0,0,40,1
0,373469,6,12,0,7,0,1,40,1
0,339667,4,9,2,8,0,1,41,1
0,91711,11,14,0,4,0,1,40,0
0,82049,4,9,0,1,0,1,40,0
0,236242,5,15,2,5,0,0,30,1
0,204816,2,10,0,4,0,1,40,0
0,187124,4,9,0,7,0,1,40,1
0,72310,4,9,2,10,0,1,70,1
0,175127,10,8,0,10,0,1,40,1
0,71792,4,9,2,3,1,0,40,1
0,87584,4,9,4,2,0,0,40,1
0,287983,1,13,2,0,1,0,48,1
0,110607,4,9,1,2,0,1,32,1
0,109015,2,10,1,8,0,0,40,1
0,235071,2,10,2,4,0,1,50,1
0,88653,2,10,0,5,0,1,40,1
0,332243,1,13,1,5,0,1,45,1
0,45093,4,9,0,9,0,1,70,1
0,295117,1,13,0,4,4,1,40,0
0,206541,2,10,0,8,0,1,40,1
0,238415,7,11,0,3,0,1,50,0
0,29810,4,9,2,2,0,0,50,1
0,108023,2,10,0,1,0,1,40,1
0,114324,7,11,2,2,4,0,40,1
0,172281,4,9,0,10,0,1,50,1
0,562558,4,9,1,8,0,0,40,1
0,79531,4,9,0,1,0,1,45,1
0,185695,2,10,2,2,0,0,20,1
0,39232,4,9,0,1,0,1,40,1
0,135308,1,13,2,3,4,0,40,1
0,204042,2,10,2,10,0,1,55,1
0,308239,2,10,2,2,0,1,16,1
0,183884,4,9,1,1,0,1,45,1
0,98948,6,12,2,3,0,0,40,1
0,141642,4,9,2,2,0,0,40,1
0,162623,1,13,2,5,0,0,40,1
0,179512,4,9,3,4,0,0,50,1
0,391192,2,10,2,3,0,1,24,1
0,87054,4,9,0,1,0,1,50,1
0,30008,4,9,0,10,0,1,60,1
0,113466,1,13,2,8,0,1,40,1
0,642830,4,9,1,12,0,0,32,1
0,182117,2,10,2,8,0,1,40,1
0,162432,4,9,4,4,0,0,40,1
0,170850,4,9,0,6,0,1,60,1
0,435022,2,10,1,2,0,0,50,1
0,120707,14,16,0,5,0,1,35,0
0,170800,2,10,2,8,0,0,15,1
0,268575,4,9,2,1,1,1,40,1
0,269354,1,13,0,3,0,1,25,1
0,224232,1,13,0,3,0,1,40,0
0,177368,4,9,0,1,0,1,40,0
0,178530,5,15,0,5,0,1,60,0
0,207267,13,6,3,2,0,0,35,1
0,176711,6,12,2,8,0,1,50,1
0,163215,1,13,0,2,0,0,35,0
0,394727,13,6,2,6,4,1,40,1
0,195488,4,9,0,8,0,0,52,1
0,121023,2,10,2,2,0,0,9,1
0,51838,4,9,0,5,0,0,40,1
0,258888,2,10,0,8,0,0,35,0
0,198146,3,7,2,3,0,0,15,1
0,337766,2,10,0,8,0,1,40,1
0,210525,2,10,0,0,0,1,20,0
0,185602,4,9,0,4,0,0,40,0
0,173804,3,7,1,2,0,0,40,1
0,251243,2,10,1,4,0,0,50,0
0,119793,1,13,2,3,0,1,40,1
0,181705,7,11,0,1,0,1,40,1
0,182360,4,9,3,5,3,0,60,1
0,61885,3,7,0,1,0,1,40,1
0,146520,11,14,0,4,0,1,40,0
0,323790,2,10,0,2,0,1,40,1
0,146268,2,10,0,1,0,1,40,1
0,88126,4,9,2,1,0,1,40,1
0,143046,11,14,2,8,0,0,40,1
0,401623,2,10,0,0,4,1,40,0
0,260254,4,9,2,3,0,1,40,1
0,152292,1,13,0,5,0,1,50,0
0,175262,6,12,0,8,1,1,40,1
0,323706,2,10,0,4,0,1,40,0
0,316470,2,10,2,8,0,1,40,1
0,72208,2,10,2,8,4,1,40,1
0,383518,2,10,0,8,4,0,40,0
0,347519,1,13,0,4,0,1,55,0
0,336088,4,9,1,4,2,0,50,1
0,190350,4,9,2,8,4,0,40,1
0,204052,4,9,0,6,0,1,40,1
0,195161,11,14,0,5,0,1,60,0
0,26994,2,10,1,8,0,0,35,1
0,116539,1,13,0,4,0,1,55,0
0,101283,4,9,2,6,0,0,35,1
0,113598,2,10,3,8,4,0,40,1
0,188793,4,9,0,3,3,1,35,1
0,109996,6,12,5,5,0,0,40,1
0,195681,2,10,2,5,0,0,48,1
0,436770,7,11,2,5,0,0,40,1
0,84253,3,7,2,2,0,0,24,1
0,216867,2,10,2,1,0,1,37,1
0,401051,13,6,2,3,0,0,35,1
0,83196,4,9,0,4,0,1,50,1
0,325596,1,13,2,8,0,1,35,1
0,187322,1,13,0,1,0,1,40,0
0,193949,1,13,2,3,0,0,60,1
0,133373,2,10,2,3,0,1,42,1
0,113324,4,9,4,3,0,1,40,1
0,178818,4,9,2,8,0,0,40,1
0,335997,4,9,0,4,0,1,55,0
0,436493,4,9,2,2,0,1,25,1
0,704108,1,13,2,5,0,1,50,1
0,341204,4,9,1,1,0,0,40,1
0,187336,4,9,3,8,0,0,40,1
0,204209,2,10,2,6,0,1,10,1
0,63509,4,9,0,1,0,1,40,0
0,56026,4,9,0,1,0,1,40,1
0,228255,2,10,2,2,0,1,30,1
0,86745,1,13,0,5,1,0,40,1
0,234327,2,10,0,1,0,1,40,1
0,59948,8,5,2,8,4,0,20,1
0,137814,2,10,1,3,0,0,30,1
0,167692,2,10,2,8,0,0,20,1
0,245090,4,9,0,1,0,1,40,1
0,160033,2,10,2,12,0,0,30,1
0,320510,13,6,1,1,0,1,40,1
0,171355,14,16,0,4,0,1,40,0
0,65027,2,10,0,10,0,1,43,1
0,215190,10,8,2,3,0,0,20,1
0,138938,2,10,1,8,0,0,40,1
0,557082,4,9,2,8,0,0,38,1
0,273287,2,10,2,4,4,1,40,1
0,317153,4,9,2,3,0,0,40,1
0,95469,4,9,0,8,0,1,45,0
0,302859,4,9,2,3,0,1,20,1
0,333651,4,9,2,8,0,1,42,1
0,177596,2,10,2,2,0,0,36,1
0,184779,4,9,2,5,0,0,40,1
0,176285,4,9,1,2,0,0,23,1
0,102180,11,14,0,5,0,1,40,0
0,324546,2,10,0,7,0,1,39,1
0,337195,2,10,0,3,0,1,50,0
0,250647,2,10,2,8,0,1,12,1
0,477106,4,9,0,10,4,1,40,1
0,104329,3,7,0,3,0,1,40,1
0,224566,2,10,2,4,0,1,60,1
0,169841,2,10,1,3,0,0,55,1
0,42563,1,13,0,0,0,0,25,0
0,31368,2,10,0,1,0,1,40,1
0,132755,3,7,2,3,0,1,15,1
0,279129,1,13,1,4,0,1,55,0
0,146653,1,13,1,8,0,0,20,1
0,221366,1,13,0,5,0,1,40,1
0,189404,4,9,5,2,0,1,35,1
0,172304,7,11,0,4,0,1,55,1
0,116666,2,10,2,3,1,1,8,1
0,55718,2,10,2,0,0,1,25,1
0,126675,11,14,0,3,0,1,50,0
0,102112,6,12,0,5,0,1,50,0
0,211527,1,13,2,8,0,1,30,1
0,175069,2,10,2,8,0,1,40,1
0,25249,2,10,2,8,0,0,40,1
0,73411,2,10,0,1,0,1,40,0
0,207185,2,10,0,4,0,0,35,0
0,127139,1,13,0,5,0,1,40,0
0,41809,2,10,1,8,0,0,40,1
0,297449,1,13,1,5,0,1,40,0
0,141483,4,9,0,3,0,0,40,1
0,377401,4,9,0,10,0,1,70,0
0,253759,2,10,0,0,4,0,40,1
0,183096,2,10,1,4,0,0,40,1
0,269654,1,13,2,3,0,1,48,1
0,34104,2,10,0,4,0,1,40,1
0,223811,7,11,2,4,0,1,40,1
0,163053,1,13,2,3,0,0,40,1
0,189461,4,9,2,3,0,1,55,1
0,86310,2,10,1,8,0,0,45,1
0,301031,4,9,0,10,4,1,40,1
0,74966,7,11,0,8,0,0,24,1
0,254493,2,10,0,3,0,1,44,1
0,225024,4,9,1,1,0,1,40,1
0,132633,4,9,2,11,0,0,40,1
0,44780,6,12,1,4,0,0,40,1
0,86373,1,13,0,7,0,1,25,1
0,164707,6,12,2,4,0,0,55,1
0,216851,4,9,2,7,0,1,40,1
0,137951,4,9,2,8,0,0,30,1
0,185279,4,9,2,6,0,1,16,1
0,159724,2,10,0,10,0,1,40,0
0,103233,1,13,2,8,4,0,40,1
0,63509,7,11,0,1,0,1,50,1
0,174353,4,9,2,4,0,1,40,1
0,159724,1,13,2,4,0,0,40,1
0,179112,1,13,2,5,4,1,40,1
0,364913,3,7,0,10,4,1,40,1
0,230568,1,13,1,8,0,1,40,0
0,86492,4,9,2,10,0,1,87,1
0,71305,4,9,0,2,4,1,40,1
0,38948,2,10,0,5,0,1,40,0
0,301568,10,8,2,2,0,0,40,1
0,149044,11,14,0,5,1,1,60,1
0,197344,4,9,2,1,0,1,54,1
0,32244,3,7,2,6,0,1,30,1
0,196338,8,5,3,11,0,0,16,1
0,269243,2,10,2,8,0,0,40,1
0,117767,2,10,2,6,0,1,40,1
0,176101,1,13,0,4,0,1,40,1
0,138283,7,11,2,2,0,0,40,1
0,147653,1,13,1,8,0,0,73,1
0,49179,2,10,2,5,0,1,35,1
0,174921,1,13,2,5,0,0,40,1
0,247245,8,5,1,2,0,0,40,1
0,67072,4,9,0,3,0,1,50,0
0,107882,4,9,2,3,0,0,40,1
0,241825,2,10,2,4,0,1,46,1
0,79443,3,7,2,2,0,1,8,1
0,226980,10,8,2,6,0,1,17,1
0,305597,1,13,0,5,0,1,45,0
0,129879,4,9,4,8,0,0,40,0
0,83375,4,9,1,9,0,1,40,1
0,115824,3,7,0,6,0,1,40,1
0,141657,4,9,0,4,0,0,35,0
0,50276,1,13,2,3,0,1,40,0
0,177216,5,15,0,5,4,1,40,1
0,228057,4,9,3,8,0,0,40,1
0,222848,13,6,0,2,4,0,32,1
0,121111,4,9,0,3,0,0,40,1
0,298885,4,9,0,1,0,1,40,1
0,149909,2,10,0,3,0,1,25,0
0,387430,4,9,2,2,0,1,18,1
0,121972,4,9,2,2,4,1,40,1
0,280167,11,14,0,4,0,1,70,0
0,211032,16,1,0,9,0,1,24,1
0,199307,2,10,1,1,0,0,48,1
0,205175,4,9,4,7,4,0,37,1
0,257750,2,10,2,3,0,0,25,1
0,191260,3,7,2,2,0,1,10,1
0,342730,2,10,0,3,0,1,52,1
0,249983,9,4,4,2,0,0,24,1
0,338376,1,13,2,5,0,1,40,1
0,334308,4,9,0,4,0,0,30,0
0,133471,2,10,2,4,0,1,40,1
0,129177,4,9,1,8,0,0,38,1
0,178811,4,9,2,7,4,0,40,1
0,178537,4,9,2,2,0,0,24,1
0,145114,4,9,1,8,0,0,40,1
0,194096,2,10,2,2,0,0,40,1
0,159732,4,9,2,7,0,1,52,1
0,104719,2,10,0,6,0,1,40,1
0,163083,11,14,0,5,0,1,40,0
0,403552,4,9,2,2,4,1,32,1
0,218009,4,9,0,10,0,1,60,0
0,179313,13,6,1,3,0,0,30,1
0,51961,10,8,2,3,4,1,51,1
0,426001,4,9,5,8,0,0,20,1
0,124068,2,10,2,8,0,0,20,1
0,108510,13,6,0,3,0,1,65,1
0,181528,11,14,2,4,0,0,43,1
0,169699,4,9,0,1,0,1,40,1
0,126849,13,6,0,10,2,1,20,1
0,204470,11,14,0,4,0,1,50,0
0,117363,1,13,2,8,0,0,35,1
0,190143,1,13,0,3,0,1,40,1
0,246677,4,9,3,5,0,0,38,1
0,175360,13,6,2,5,0,1,90,0
0,166304,4,9,0,10,0,1,33,1
0,303051,7,11,0,4,0,1,40,0
0,49308,1,13,1,5,0,1,40,1
0,192262,1,13,2,3,0,1,45,1
0,170214,2,10,0,4,0,1,50,0
0,114967,1,13,0,5,0,1,40,0
0,464536,1,13,0,2,0,1,40,1
0,451996,4,9,2,3,0,1,40,1
0,138852,4,9,0,1,0,1,40,1
0,162256,4,9,1,4,0,0,40,1
0,260199,4,9,2,8,0,0,10,1
0,103605,4,9,0,6,0,1,40,1
0,316211,4,9,1,1,0,1,40,1
0,308691,1,13,0,1,0,1,45,0
0,194404,11,14,0,5,0,1,40,0
0,334427,13,6,2,9,0,1,36,1
0,213226,4,9,1,3,0,1,50,1
0,342824,4,9,2,0,0,0,40,1
0,33105,2,10,2,6,2,1,40,1
0,147638,1,13,3,2,1,0,36,1
0,315643,4,9,0,2,0,1,30,1
0,342768,4,9,0,1,0,1,40,1
0,108960,3,7,0,7,0,1,40,1
0,136935,4,9,2,2,4,0,13,1
0,280344,1,13,0,3,0,1,40,0
0,202496,1,13,0,6,0,1,37,1
0,175686,2,10,1,8,0,0,40,1
0,194748,4,9,2,10,0,0,49,1
0,61307,9,4,0,7,3,1,38,1
0,325658,4,9,0,10,0,1,40,1
0,505980,2,10,2,3,0,1,40,1
0,185336,2,10,1,8,4,0,37,1
0,126829,2,10,2,3,0,1,40,1
0,264600,13,6,0,8,0,1,45,1
0,82743,6,12,2,10,0,1,55,1
0,128487,4,9,2,8,0,0,10,1
0,321758,4,9,0,3,0,1,40,0
0,128220,9,4,4,8,0,0,35,1
0,176814,2,10,0,1,0,1,50,1
0,188069,11,14,2,5,0,1,55,0
0,169905,7,11,2,3,0,1,40,0
0,176972,1,13,0,1,0,1,45,0
0,91811,4,9,3,10,0,1,40,1
0,203924,2,10,2,8,0,1,45,1
0,177484,3,7,0,2,4,1,40,1
0,132972,8,5,2,7,4,0,40,1
0,157947,4,9,1,8,0,0,40,1
0,246891,2,10,4,3,0,1,50,0
0,110442,4,9,0,6,0,1,45,1
0,240676,2,10,1,0,0,0,40,1
0,192939,4,9,0,10,0,1,40,1
0,144949,13,6,0,1,0,1,45,0
0,116878,14,16,0,5,0,1,30,0
0,167761,1,13,0,5,0,1,50,0
0,138845,2,10,0,10,0,1,40,1
0,144844,4,9,0,10,0,1,52,0
0,55743,4,9,2,8,4,0,30,1
0,301867,4,9,0,9,0,1,40,1
0,238913,7,11,0,0,0,1,40,0
0,165510,1,13,2,9,0,1,40,1
0,183513,4,9,2,8,0,0,25,1
0,152629,2,10,0,0,0,1,40,0
0,110171,4,9,2,6,0,1,40,1
0,211440,1,13,0,3,0,1,50,0
0,125796,3,7,3,2,4,0,40,1
0,39609,7,11,1,8,0,0,40,1
0,111567,11,14,0,4,0,1,45,0
0,44064,2,10,3,2,0,1,40,0
0,132633,3,7,1,11,0,0,25,1
0,192702,11,14,2,1,0,0,50,1
0,166813,2,10,0,3,0,1,55,1
0,290504,4,9,2,2,0,1,40,1
0,178505,2,10,2,4,0,0,45,1
0,175370,2,10,1,7,0,0,40,1
0,284021,4,9,4,3,0,0,40,1
0,277974,2,10,2,3,0,1,35,1
0,111275,4,9,2,2,4,0,38,1
0,125527,2,10,2,3,0,1,50,1
0,38294,4,9,2,6,0,1,40,1
0,313022,4,9,0,7,4,1,40,0
0,179668,1,13,0,0,0,1,40,0
0,198660,1,13,0,3,0,1,50,1
0,216116,4,9,5,2,4,0,40,1
0,200922,9,4,4,7,0,0,40,1
0,153372,2,10,0,3,0,1,50,0
0,406603,4,9,2,2,0,1,6,1
0,240629,4,9,0,1,0,1,40,0
0,314310,11,14,0,5,0,1,45,1
0,259785,11,14,0,4,0,1,50,0
0,127111,11,14,0,5,0,1,55,0
0,178272,4,9,0,12,0,1,40,1
0,195985,4,9,2,2,0,0,50,1
0,221955,8,5,2,6,0,1,39,1
0,177675,1,13,0,0,0,1,40,0
0,182828,11,14,2,4,0,0,45,1
0,183096,2,10,3,3,0,0,10,1
0,336951,4,9,0,10,0,1,99,1
0,289980,15,3,0,9,0,1,30,1
0,163352,4,9,0,3,0,1,36,1
0,190776,6,12,1,1,0,0,40,1
0,313986,3,7,0,1,0,1,40,1
0,163003,4,9,2,8,1,0,15,1
0,183061,4,9,0,1,2,1,48,1
0,123584,3,7,0,10,0,1,75,1
0,120910,4,9,2,2,0,0,35,1
0,227554,2,10,5,3,4,0,18,1
0,182677,1,13,0,4,1,1,40,1
0,214955,6,12,1,5,0,0,40,1
0,209768,1,13,0,5,0,1,40,0
0,258120,1,13,2,3,0,1,55,1
0,110015,7,11,0,1,0,1,45,1
0,152652,4,9,0,10,0,1,65,1
0,131615,4,9,2,7,0,1,40,1
0,353824,6,12,2,8,0,1,40,1
0,178417,1,13,1,5,0,1,40,1
0,178644,4,9,4,1,0,1,40,1
0,506858,7,11,0,1,0,1,32,0
0,265628,7,11,2,6,0,0,40,1
0,173495,4,9,1,10,0,1,40,1
0,177413,4,9,0,7,0,1,40,0
0,31670,4,9,0,9,0,1,65,1
0,154451,3,7,1,7,4,0,35,1
0,265535,2,10,0,1,4,1,50,0
0,118941,2,10,1,2,0,0,20,1
0,214617,2,10,2,6,0,1,30,1
0,276087,4,9,0,3,0,1,50,1
0,124692,1,13,0,3,0,1,40,0
0,434102,2,10,2,8,0,0,40,1
